cod_provin,provincia,cod_canton,canton,16/04/2020,18/04/2020,19/04/2020,20/04/2020,21/04/2020,22/04/2020,23/04/2020,24/04/2020,25/04/2020,26/04/2020,27/04/2020,28/04/2020,29/04/2020,30/04/2020,01/05/2020,02/05/2020,03/05/2020,04/05/2020,05/05/2020,06/05/2020,07/05/2020,08/05/2020,09/05/2020,10/05/2020,11/05/2020,12/05/2020,13/05/2020,14/05/2020,15/05/2020,16/05/2020,17/05/2020,18/05/2020,19/05/2020,20/05/2020,21/05/2020,22/05/2020,23/05/2020,24/05/2020,25/05/2020,26/05/2020,27/05/2020,28/05/2020,29/05/2020,30/05/2020,31/05/2020,01/06/2020,02/06/2020,03/06/2020,04/06/2020,05/06/2020,06/06/2020,07/06/2020,08/06/2020,09/06/2020,10/06/2020,11/06/2020,12/06/2020,13/06/2020,14/06/2020,15/06/2020,16/06/2020,17/06/2020,18/06/2020,19/06/2020,20/06/2020,21/06/2020,22/06/2020,23/06/2020,24/06/2020,25/06/2020,26/06/2020,27/06/2020,28/06/2020,29/06/2020,30/06/2020,01/07/2020,02/07/2020,03/07/2020,04/07/2020,05/07/2020,06/07/2020,07/07/2020,08/07/2020,09/07/2020,10/07/2020,11/07/2020,12/07/2020,13/07/2020,14/07/2020,15/07/2020,16/07/2020,17/07/2020,18/07/2020,19/07/2020,20/07/2020,21/07/2020,22/07/2020,23/07/2020,24/07/2020,25/07/2020,26/07/2020,27/07/2020,28/07/2020,29/07/2020,30/07/2020,31/07/2020,01/08/2020,02/08/2020,03/08/2020,04/08/2020,05/08/2020,06/08/2020,07/08/2020,08/08/2020,09/08/2020,10/08/2020,11/08/2020,12/08/2020,13/08/2020,14/08/2020,15/08/2020,16/08/2020,17/08/2020,18/08/2020,19/08/2020,20/08/2020,21/08/2020,22/08/2020,23/08/2020,24/08/2020,25/08/2020,26/08/2020,27/08/2020,28/08/2020,29/08/2020,30/08/2020,31/08/2020,01/09/2020,02/09/2020,03/09/2020,04/09/2020,05/09/2020,06/09/2020,07/09/2020,08/09/2020,09/09/2020,10/09/2020,11/09/2020,12/09/2020,13/09/2020,14/09/2020,15/09/2020,16/09/2020,17/09/2020,18/09/2020,19/09/2020,20/09/2020,21/09/2020,22/09/2020,23/09/2020,24/09/2020,25/09/2020,26/09/2020,27/09/2020,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,03/10/2020,04/10/2020,05/10/2020
2,Alajuela,204,San Mateo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,11,11,13,13,15,16
2,Alajuela,202,San Ramón,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,10,10,11,11,11,12,12,12,12,13,13,13,13,13,13,47,48,48,48,47,53,57,57,79,113,114,114,114,114,114,114,114,117,120,121,121,121,124,124,124,140,140,140,140,140,155,157,168,168,169,169,169,174,174,188,195,195,196,196,199,203,203,203,203,203,203,208,222,222,222,246,246,246,246,246,246,286,294,295,295,295,295,295,296,297,315,315,345,345,345,345,345,345,346,346,346,346,346,346,346,364,382,386,388,393,393,412,443,450,450,451,451,452,453,458,459,464,465,474,480
2,Alajuela,212,Sarchí,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,47,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,12,12,14,15,16,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,25,25,25,25,25,25,25,25,26,26,26,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,48,48,48,48,49,51,52,52,52,52,53,54
2,Alajuela,213,Upala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,12,14,26,27,28,33,35,35,35,40,40,40,40,8,47,48,52,61,67,76,76,76,83,87,87,88,90,90,90,91,96,96,98,98,98,105,106,113,114,114,114,114,114,115,115,115,115,115,115,115,115,115,115,115,115,115,116,116,116,122,123,124,124,124,124,124,124,125,125,126,126,126,126,127,127,127,129,129,129,139,140,143,155,155,155,155,155,160,162,164,164,164,164,170,171,172,173,176,177,178,182,187,194,199,202,202
2,Alajuela,211,Zarcero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,13,13,13,13,14,14,23,23,23,23,23,23,23,23,23,24,24,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,31,35,37,40,40,46
3,Cartago,306,Alvarado,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,8,11,11,12,13,14,14,16,16,17,17,17,17,18,18,18,19,20,22,23,24,25,30,31,31,31,31,33,33,34,36,37,37,39,40,44,44,46,48,49
3,Cartago,301,Cartago,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,6,6,7,7,8,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,18,18,18,18,18,20,21,21,21,21,21,20,20,20,20,21,21,21,21,21,24,24,26,26,26,26,26,32,37,37,37,40,40,42,43,46,48,51,51,55,58,61,65,66,73,73,75,93,102,109,109,111,115,128,132,145,149,149,150,151,151,157,160,164,168,170,170,180,183,190,194,202,202,205,220,227,231,231,238,248,258,259,263,274,277,295,303,304,313,315,322,324,332,349,349,349,350,370,378,466,496,523,553,585,615,645,682,702,729,755
3,Cartago,308,El Guarco,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,14,14,14,14,14,18,18,20,20,20,20,20,21,22,22,22,22,22,23,23,24,24,25,26,27,27,35,35,35,35,35,82,82,82,86,96,98,105,116,118,120,123,139,140,149,154,166,178
3,Cartago,304,Jiménez,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,18,18,18,18,18,18,19,19,19,19,19,19,19,19,22,22,22,22,22,22,22,22,22,22,22,27,29,44,47,50,50,52
3,Cartago,303,La Unión,2,2,2,2,2,4,5,5,5,5,6,8,9,9,9,9,9,9,9,9,10,10,11,12,12,12,12,12,12,12,14,14,14,14,14,15,15,15,15,15,15,15,15,15,16,18,18,18,18,19,19,19,19,19,19,19,20,20,21,21,21,25,25,25,26,26,26,27,27,27,27,27,27,27,27,27,28,28,30,30,30,30,44,45,48,48,49,50,56,57,67,67,67,67,67,72,72,75,75,77,79,79,100,101,102,102,102,102,102,115,155,155,156,157,159,159,159,159,162,168,169,169,171,208,225,239,240,240,240,271,277,286,289,289,295,295,296,296,297,378,379,379,381,383,383,384,390,414,434,434,434,437,437,437,455,517,517,647,725,726,753,754,782,787,804,826,934,976,1091,1152,1219,1248
3,Cartago,307,Oreamuno,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,12,14,15,15,15,16,19,19,19,19,19,20,29,29,30,33,33,35,36,36,36,47,47,49,50,50,51,52,53,54,54,54,55,58,58,59,63,63,63,63,66,69,70,75,75,78,78,97,97,113,113,118,118,131,131,150,155,160,160,164,164,166,167,168,168,177,181,182,188,197,201,212,224,228,230,244,255,277,281,282,291,296,306,313,323,329,353,372
3,Cartago,302,Paraíso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,9,9,9,9,11,11,11,11,15,15,15,19,19,22,25,32,34,34,36,36,36,36,39,42,42,44,44,45,45,48,48,48,48,54,55,55,56,56,61,68,68,71,71,72,73,86,89,91,93,93,96,99,101,103,103,112,120,126,134,151,164,176,177,178,185,192,199,201,210,212,217,230,237,242,245,247,262
3,Cartago,305,Turrialba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,6,6,7,7,7,8,14,16,16,16,16,16,17,17,17,18,18,19,19,20,24,25,25,27,28,28,28,34,34,34,34,34,34,43,56,56,56,56,56,56,56,66,67,68,69,70,70,71,71,71,71,71,89,97,134,152,155,161,162
4,Heredia,402,Barva,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,15,15,19,19,19,19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,41,43,44,44,44,52,58,61,62,65,66,67,80,80,83,89,89,91,99,114,120,126,131,136,136,136,143,148,149,149,151,152,152,164,170,176,183,200,201,201,213,222,224,229,245,245,244,245,246,256,274,287,299,310,346,369,384,393,397,399,402,418,429,437,449,461,476,508
4,Heredia,407,Belén,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,24,24,24,24,24,25,26,26,27,27,27,27,27,37,37,37,37,37,37,37,40,40,40,43,43,43,44,45,45,45,45,46,46,50,50,54,54,54,54,54,54,54,63,71,71,71,72,72,81,81,81,82,82,83,83,83,83,83,83,83,83,88,88,88,107,109,109,109,109,109,109,109,109,109,109,113,136,136,137,138,139,145,154,170,179,199,208,226,242
4,Heredia,408,Flores,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,5,5,4,4,6,6,6,6,6,8,8,8,9,10,10,10,11,11,11,13,13,13,14,14,14,14,14,14,14,24,25,28,28,28,28,30,30,30,36,39,40,40,40,40,49,49,49,50,50,50,50,50,51,51,51,52,52,60,61,61,81,83,83,83,83,83,83,85,86,87,87,89,110,110,110,112,118,124,135,153,159,173,194,224,240
4,Heredia,401,Heredia,4,4,4,4,4,4,6,6,6,7,8,8,9,10,10,10,10,10,10,10,10,12,12,13,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,16,16,25,26,26,26,26,32,35,37,46,46,46,57,57,58,59,59,60,60,60,60,60,60,62,62,62,62,62,62,63,63,64,64,64,64,64,64,65,66,66,66,66,78,79,81,81,81,85,86,87,87,91,92,93,95,95,96,97,97,97,97,99,109,145,202,238,261,281,322,348,362,374,376,382,397,403,404,409,411,413,439,441,441,445,448,451,454,513,513,513,518,570,666,687,801,809,838,866,914,977,1036,1119,1180,1218,1465,1599,1778,1907,2014,2106
4,Heredia,406,San Isidro,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,8,9,9,9,9,9,9,9,9,9,19,19,19,19,21,23,23,30,30,30,30,30,31,31,32,32,33,36,36,36,36,36,38,38,51,51,51,51,51,57,74,74,84,85,85,85,86,86,88,88,89,89,89,89,101,106,112,114,114,114,114,114,114,124,124,124,125,127,128,129,138,138,141,150,152,175,191,221,232,242,244
4,Heredia,409,San Pablo,3,4,5,5,5,6,6,7,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,15,15,15,15,16,16,16,16,16,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,27,27,28,28,30,32,32,39,39,39,39,39,39,39,44,44,59,61,61,61,70,70,71,71,96,96,96,96,97,100,110,110,114,115,115,115,115,115,115,115,115,116,116,116,121,126,143,144,144,144,144,144,145,182,183,186,186,194,194,202,207,209,212,215,225,258,279,297,317,340,349
4,Heredia,405,San Rafael,2,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,10,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,23,23,43,56,64,64,64,77,83,86,93,106,107,107,118,119,121,135,136,142,145,150,153,165,176,185,186,186,195,205,206,206,219,219,219,233,245,258,261,275,275,275,288,294,297,299,312,312,312,312,318,325,347,354,365,387,417,434,453,458,459,467,475,494,513,532,557,570,589,621
4,Heredia,404,Santa Barbara,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,9,13,13,13,13,13,13,13,16,18,19,19,19,19,19,20,20,20,21,21,21,21,21,33,33,33,33,33,33,34,52,52,52,52,53,53,53,53,53,53,53,53,53,53,80,81,81,81,81,82,82,94,97,98,98,98,98,100,100,100,100,100,100,101,156,159,160,160,160,160,160,160,162,163,176,177,177,177,200,200,205,229,230,233,236,248,260,290,297,302,309
4,Heredia,403,Santo Domingo,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14,14,16,33,34,34,34,34,34,35,35,35,35,49,49,49,50,51,52,53,76,76,77,83,84,86,89,89,90,90,90,90,95,95,97,97,98,98,101,102,113,128,128,128,142,157,175,177,177,177,180,189,209,209,209,210,210,211,211,213,218,220,220,220,239,240,240,241,247,249,251,255,280,306,368,413,461,521,569
4,Heredia,410,Sarapiquí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,13,14,14,15,15,15,19,19,19,20,20,20,20,20,20,20,21,21,21,21,21,21,27,32,33,33,33,33,40,40,40,40,40,40,47,49,49,49,49,49,55,56,75,75,75,75,75,75,79,92,101,105,106,106,116,118,123,143,144,145,146,169,175,178,203,207,213,218
5,Guanacaste,507,Abangares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,23,23,23,23,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,29,29,29,29,31,31,32,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,35,35,35,35,35,40,40,43,43,43,48,48,48,48,51,54,55,55,55,55,56,56,56,56,56,56,58,59,66,66,67,69,71
5,Guanacaste,504,Bagaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,10,10,10,10,12,12,12,13,13,13,13,13,16,17,17,17,17,17,17,18,18,21,21,21,21,22,22,22,22,22,22,22,29,29,30,30,31,31,31,31,31,31,33,33,33,33,36,36,37,37,37,37,37,37,38,38,39,41,41,41,41,42,42,42,42,42,42,45,45,45,45,45,46,46,46,47,47,50,51,51,51,55,56,56,58,62,62,62,62,65,65,65,66,66,66,68,68,74,75,76,76,79,79,80,82,82,83,83,83
5,Guanacaste,506,Cañas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20,20,20,20,20,20,22,22,22,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,25,30,30,30,30,31,31,31,38,50,54,60,60,60,60,60,72,79,79,79,79,79,79,79,79,79,90,90,90,92,94,94,97,98,98,98,98,99,99,100,101,101,103,107,107,107,107,107,107,107,109,110,110,112,112,114,114,116,119,121,126,127,127,127,127,130,130,138,138,138,139,143,144,144,147,153,153,154,154,162,164,166,177,179,179
5,Guanacaste,505,Carrillo,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,9,9,10,10,10,10,10,12,12,12,12,12,12,14,14,14,19,20,20,21,22,22,22,25,25,26,27,28,28,28,28,28,28,28,30,30,30,30,30,30,31,32,32,32,32,32,32,32,35,35,35,36,36,36,39,41,41,42,42,42,42,42,42,48,49,50,55,58,61,61,62,64,64,64,65,66,77,87,87,89,90,102
5,Guanacaste,511,Hojancha,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,9,10,11,12,12,12,12,12,12,13,13,13,13,13,13,14,14,14,17,17,17,17,17,17,17,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,25,25,25,25,25,26,26,26,27,27,27,27,27,27,27,27,28,28,28,28,29,31,31,31,31,31,31,31,33,33,33,34,34,34,35,37,37,38,38,38,38,38,39,39,42,42,43,43
5,Guanacaste,510,La Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,6,7,7,7,7,7,7,7,7,7,14,14,14,14,14,16,17,17,20,20,20,20,22,22,23,23,23,24,28,33,45,45,46,46,46,46,46,46,46,47,47,51,51,53,53,53,58,58,58,61,61,66,66,67,79,79,79,80,80,80,81,83,83,84,84,84,85,86,88,93,94,95,95,95,100,101,106,108,108,108,108,118,118,119,120,120,120,120,120,120,120,124,129,129,129,138,138,138,138,138,140,141,142,148,150,152,153,156,159
5,Guanacaste,501,Liberia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,11,11,14,14,14,14,14,17,17,18,18,18,18,18,18,18,18,21,22,22,22,33,33,33,37,37,37,37,37,45,45,45,45,45,45,46,52,52,56,56,56,56,56,72,72,73,73,74,74,75,77,77,78,78,78,79,80,80,80,82,82,82,82,82,82,82,83,83,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,100,100,101,102,102,102,104,104,104,104,107,109,111,112,119,125,145,156,169,186
5,Guanacaste,509,Nandayure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,8,8,8,8,8,9,12,12,12,12,12,17,17,17,17,18,18
5,Guanacaste,502,Nicoya,0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,31,38,38,38,38,40,46,50,58,58,58,58,58,59,61,66,66,66,66,66,67,68,68,68,68,68,68,83,83,83,83,83,90,90,90,90,91,91,91,91,91,91,91,92,92,92,92,92,95,98,102,102,102,105,106,107,107,110,110,110,110,110,117,117,118,118,118,122,122,122,137,137,137,137,137,137,144,166,170,170,170,170,170,188,212,221,222,226,237,255,267,271,298,302,302
5,Guanacaste,503,Santa Cruz,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,13,14,14,14,17,17,17,17,17,19,21,21,21,21,21,27,29,29,29,29,29,29,29,29,29,35,35,35,35,36,38,42,42,44,44,44,49,49,49,53,53,53,53,53,53,53,54,54,54,59,70,79,79,81,81,81,81,87,87,92,92,92,92,92,96,96,96,96,96,96,96,96,109,109,109,114,114,114,114,114,122,140,141,141,141,150,151,151,151,152,154,158
5,Guanacaste,508,Tilarán,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,12,13,13,14,14,14,16,16,16,16,16,16,23,25,25,27,27,27,33,33,33,34,34,34,34,34,34,38,40,41,41,41,45,45,46,48,49,49,49,49,49,49,49,50,50,51
6,Puntarenas,603,Buenos Aires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,12,12,19,26,27,28,29,31
